Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Autumn Amos,F,SBD,Raw,,,19-23,Juniors,51.64,52,55.0,62.5,70.0,,70.0,35.0,40.0,45.0,,45.0,70.0,-80.0,-90.0,,70.0,185.0,1,226.59,231.87,205.59,46.99,Yes,Canada,SK,CPU,IPF,12/1/2019,Canada,SK,Saskatoon,Rise Strength Lab Open
Hailey Fuentes,F,SBD,Single-ply,,18-19,,Girls,98.7,100,,,,,136.08,,,,,81.65,,,,,142.88,360.61,13,309.31,301.42,259.36,53.6,Yes,,,THSWPA,,15/3/2019,USA,TX,Waco,3A State Meet
Avery Culpepper,F,SBD,Single-ply,,18-19,,Girls,45.27,47.8,,,,,86.18,,,,,40.82,,,,,90.72,217.72,2,293.45,300.69,268.91,49.11,Yes,,,THSWPA,,6/2/2020,USA,TX,Chapel Hill,Chapel Hill Invitational
Suzanne Menye Meto,F,B,Raw,32.0,24-34,24-39,Open,48.89,50,,,,,,-80.0,-80.0,-80.0,,,,,,,,,DQ,,,,,Yes,Cameroon,,WPPO,,13/7/2019,Kazakhstan,,Nur-Sultan,World Championships
Jayden Sorie,F,B,Raw,,,,Class 1A,80.47,83,,,,,,45.36,47.63,49.9,,49.9,,,,,,49.9,6,46.88,45.51,39.9,37.66,Yes,,,FHSAA,,25/1/2019,USA,FL,Live Oak,Class 1A Region 2 Meet
Ryan Sullivan,M,SBD,Raw,,,,M-C-Open,68.8,74,122.5,130.0,135.0,,135.0,65.0,70.0,-75.0,,70.0,140.0,150.0,160.0,,160.0,365.0,3,277.51,277.21,268.85,55.66,Yes,USA,,WelshPA,IPF,19/12/2018,Wales,,,Welsh Winter Cup
Sophia Rizzuto,F,SBD,Raw,19.5,20-23,19-23,FR-T3,51.4,52,95.0,-100.0,100.0,,100.0,50.0,-55.0,55.0,,55.0,110.0,-117.5,-117.5,,110.0,265.0,1,325.63,333.33,295.6,67.59,Yes,USA,NJ,USAPL,IPF,30/4/2016,USA,NY,,SBWC Spring Classic
Karyne Turcotte,F,B,Single-ply,20.5,20-23,19-23,Juniors,59.3,60,,,,,,,,,,55.0,,,,,,55.0,1,61.43,61.88,54.68,34.53,Yes,Canada,QC,CPU,IPF,16/6/2007,Canada,QC,Ste-Marie,Ste-Marie Sport Festival
Yuriy Koltyshev,M,SBD,Wraps,16.0,16-17,14-18,Amateur Teen 16-17,77.95,82.5,115.0,125.0,135.0,,135.0,70.0,75.0,-80.0,,75.0,130.0,145.0,,,145.0,355.0,2,248.63,246.44,237.73,50.74,Yes,Russia,,WPC-RUS,WPC,26/2/2009,Russia,CHE,Chelyabinsk,Russian National Championships
Emily Lempa,F,SBD,Wraps,38.0,35-39,24-39,F_SCR_APF,115.55,90+,85.0,102.5,117.5,,117.5,50.0,60.0,-72.5,,60.0,110.0,135.0,147.5,,147.5,325.0,1,263.69,261.68,222.21,56.09,,,,APF,WPC,5/6/2021,USA,IL,Lombard,Women's EmPOWERment Meet
Petru Rusu,M,SBD,Single-ply,,18-19,14-18,Open,85.0,93,40.0,45.0,-55.0,,45.0,40.0,-45.0,45.0,,45.0,60.0,80.0,85.0,,85.0,175.0,3,116.59,115.21,110.7,19.93,Yes,,,FRPL,IPF,28/5/2011,Romania,,Alba Iulia,Campionatul National de Juniori
Sergey Sventitskiy,M,B,Raw,22.0,20-23,19-23,Amateur Juniors 20-23,136.1,140,,,,,,190.0,200.0,-207.5,,200.0,,,,,,200.0,1,110.49,112.25,106.9,80.13,Yes,Russia,,WPC-RUS,WPC,8/10/2016,Russia,MOW,Moscow,PROMotion
Sverre Nyhus,M,SBD,Wraps,,,,Open,82.3,82.5,,,,,195.0,,,,,122.5,,,,,245.0,562.5,1,381.56,377.37,363.15,78.2,Yes,Norway,,NSF,IPF,16/11/1974,Norway,,Brumunddal,Regionsmesterskap
Anthony Piccione,M,SBD,Raw,38.0,35-39,24-39,Open,117.57,125,,,,,260.82,,,,,115.67,,,,,272.16,648.64,3,375.1,374.75,358.98,76.08,,USA,,XPS,,21/11/2020,USA,NY,Syracuse,Beasts of NY
Carolanne Condi,F,SBD,Single-ply,,16-17,,Girls,121.11,117.7+,,,,,133.81,,,,,81.65,,,,,127.01,342.46,1,274.08,273.4,231.55,48.31,Yes,,,THSWPA,,14/2/2019,USA,TX,Little Elm,Little Elm Lobo Den Invitational
Alexis Thomas,F,SBD,Single-ply,,,,Girls,90.17,100,,,,,113.4,,,,,49.9,,,,,97.52,260.82,5,232.33,225.19,195.7,39.94,Yes,,,THSWPA,,12/2/2015,USA,TX,Brady,H.O.T. Powerlifting Championship
Dmitriy Ivanov #18,M,B,Raw,22.0,20-23,19-23,Pro Juniors 20-23,97.4,100,,,,,,160.0,170.0,-180.0,,170.0,,,,,,170.0,1,105.86,104.59,99.95,78.87,,Russia,,WPC-RUS,WPC,12/2/2016,Russia,CHE,Chelyabinsk,Belarus Powerlifting Championships
Jennifer Williams,F,SBD,Raw,,,,Submasters,81.92,82.5,,,,,40.82,,,,,36.29,,,,,77.11,154.22,1,143.63,139.31,122.0,29.42,,,,SPF,,4/5/2019,USA,TX,Sherman,The Underground Classic
Damian Rataj,M,B,Raw,23.5,24-34,24-39,Pro Juniors 20-23,105.5,110,,,,,,210.0,215.0,-220.0,,215.0,,,,,,215.0,1,129.42,128.26,122.48,96.06,,Poland,,WPAU,,18/5/2017,Ukraine,,Lutsk,European Championships
M. Singh,M,SBD,Single-ply,,,,M-E-Open,76.0,76,,,,,200.0,,,,,120.0,,,,,225.0,545.0,2,387.73,384.82,371.61,66.4,Yes,England,,BAWLA,IPF,15/7/1984,UK,,Alfreton,North Midlands Divisional Evenstone Powerlifting Championship
Kyle Hamilton,M,SBD,Wraps,29.0,24-34,24-39,M_OCR_ABPU,81.45,82.5,175.0,190.0,-200.0,,190.0,82.5,87.5,90.0,,90.0,200.0,-212.5,,,200.0,480.0,7,327.54,324.06,311.99,67.08,Yes,Scotland,,BPU,WPC,21/6/2021,UK,,Manchester,British Championships
Robert Conti,M,SBD,Multi-ply,35.0,35-39,24-39,M_SEM_APF,90.0,90,260.0,-275.0,-275.0,,260.0,175.0,182.5,-192.5,,182.5,235.0,242.5,-250.0,,242.5,685.0,1,442.92,437.3,419.11,75.59,,USA,FL,APF,WPC,15/5/2005,USA,TX,Round Rock,Masters/Submasters/Junior Nationals
Damir Kuzeev,M,B,Raw,61.5,60-64,60-69,Masters 60-64,99.8,100,,,,,,180.0,187.5,-190.0,,187.5,,,,,,187.5,1,115.51,114.2,109.08,85.98,,Russia,,GPA,GPA,1/11/2014,Russia,VLG,Vologda,Eurasian Cup
Jessica Eggleton,F,SBD,Raw,,,,Open,62.4,63,,,,,87.5,,,,,55.0,,,,,102.5,245.0,2,265.05,265.04,234.06,53.94,Yes,Canada,ON,CPU,IPF,20/9/2015,Canada,ON,North Bay,North Bay Open
Pete Berg,M,SBD,Multi-ply,46.0,45-49,40-49,M_MEM_2_AAPF,124.55,125,-227.5,227.5,,,227.5,145.0,-150.0,,,145.0,250.0,-265.0,272.5,,272.5,645.0,1,365.98,367.82,352.1,61.47,Yes,,,APF,WPC,18/7/2015,USA,IL,,Chicago Summer Bash 12
Kim Tarverdiev,M,D,Raw,11.0,5-Dec,,Pro Open,54.9,56,,,,,,,,,,,30.0,,,,30.0,30.0,2,27.33,27.85,27.34,,,Ukraine,,WPAU,,20/9/2019,Ukraine,,Dnipro,Ukrainian Cup
Aleksey Lalitin,M,D,Raw,44.0,40-44,40-49,Masters 40-44,73.6,75,,,,,,,,,,,160.0,-172.5,172.5,,172.5,172.5,2,125.27,124.56,120.45,,,Russia,,WPA-RUS,WPA,27/8/2016,Russia,KHA,Khabarovsk,Far East Championships
Viktor Rublyov,M,B,Raw,42.0,40-44,40-49,Masters 40-49,98.65,100,,,,,,-175.0,175.0,-182.5,,175.0,,,,,,175.0,3,108.36,107.09,102.31,80.69,,,,GPA,GPA,11/11/2017,Ukraine,,Kiev,European Cup
Cristiano Carraro,M,B,Single-ply,,,,Junior,96.45,105,,,,,,135.0,-142.5,-142.5,,135.0,,,,,,135.0,2,84.44,83.41,79.73,43.75,Yes,,,FIPL,IPF,15/12/2017,Italy,,Cecina,XVIII Campionato Italiano di Panca e III Campionato Classic di Panca
Leith Waithe,M,SBD,Raw,25.5,24-34,24-39,MR-O,79.0,83,147.5,157.5,165.0,,165.0,112.5,120.0,122.5,,122.5,230.0,240.0,250.0,,250.0,537.5,3,373.41,369.9,356.61,76.3,Yes,USA,TX,USAPL,IPF,20/1/2018,USA,TX,,Mean Green Raw Classic
Tim Clairmont,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,72.8,74,177.5,185.0,192.5,,192.5,132.5,140.0,142.5,,142.5,205.0,217.5,-230.0,,217.5,552.5,4,404.13,402.11,389.03,81.8,Yes,USA,TX,USAPL,IPF,11/5/2019,USA,TX,,Dallas Champions
Mangal Singh,M,B,Single-ply,,,,Open,87.3,90,,,,,,,,,,177.5,,,,,,177.5,2,116.58,115.14,110.5,61.04,Yes,Canada,BC,CPU,IPF,14/11/2004,Canada,BC,Chilliwack,BC Fall Classic Benchpress
Edith Hernandez,F,SBD,Single-ply,,,,Girls,49.49,51.9,,,,,70.31,,,,,38.56,,,,,79.38,188.24,1,237.6,243.7,216.51,39.7,Yes,,,THSWPA,,21/1/2021,USA,TX,Bells,Bells- Girls League Meet
Juhani Niemi,M,SBD,Raw,65.5,65-69,60-69,Open,57.95,59,80.0,-100.0,,,80.0,30.0,40.0,,,40.0,100.0,,,,100.0,220.0,1,191.16,193.79,189.62,36.76,Yes,Finland,,SVNL,IPF,18/12/2016,Finland,,Pornainen,Klassinen voimanosto
Roman Zhuravlev,M,D,Raw,42.0,40-44,40-49,Amateur Masters 40-49,82.3,82.5,,,,,,,,,,,190.0,-202.5,-202.5,,190.0,190.0,1,128.88,127.47,122.66,,Yes,Russia,,WRPF,WRPF,28/8/2021,Russia,RYA,Ryazan,Mandarin Tournament
Bailey Palmertree,F,SBD,Single-ply,,,,Girls,88.36,90,,,,,129.27,,,,,52.16,,,,,122.47,303.91,3,273.17,264.66,230.44,46.88,Yes,,,THSWPA,,1/2/2016,USA,TX,Winnsboro,Winnsboro High School Girls
Andrey Katretskiy,M,D,Raw,37.0,35-39,24-39,Pro Open,74.2,75,,,,,,,,,,,175.0,185.0,190.0,,190.0,190.0,3,137.25,136.41,131.86,,,Russia,,WPC-RUS,WPC,10/2/2019,Russia,ROS,Rostov-on-Don,Southern Outpost Tournament
Chynna Sandate,F,SBD,Single-ply,,,,Girls,39.19,44.2,,,,,58.97,,,,,27.22,,,,,79.38,165.56,1,245.82,250.09,228.21,42.12,Yes,,,THSWPA,,30/1/2016,USA,TX,Snyder,Snyder Invitational
Michael Dollard,M,SBD,Raw,71.5,70-74,70-999,MR-M4,95.04,105,-105.0,105.0,-115.0,,105.0,95.0,97.5,100.0,,100.0,170.0,182.5,,,182.5,387.5,1,244.03,240.99,230.47,50.16,Yes,USA,FL,USAPL,IPF,18/9/2021,USA,FL,,3rd Annual Ocala Open Super Total X3 Championships
Tracy Smid,F,SBD,Raw,43.5,40-44,40-49,FR-M1,94.2,84+,127.5,-137.5,137.5,,137.5,62.5,70.0,75.0,,75.0,165.0,172.5,-182.5,,172.5,385.0,1,336.57,326.84,282.77,69.86,Yes,USA,WA,USAPL,IPF,22/10/2017,USA,WA,,Team Phoenix Halloween Havoc
Desiree Colozzo,F,SBD,Raw,25.0,24-34,24-39,FR-O,55.1,56,,,,,102.5,,,,,50.0,,,,,125.0,277.5,1,325.14,330.68,292.61,66.81,Yes,,,USAPL,IPF,24/5/2014,USA,FL,,Boynton Barbell Center Raw Open Championships
Isabella Gutierrez,F,SBD,Single-ply,,,,Girls,82.05,82.3,,,,,115.67,,,,,56.7,,,,,,,DQ,,,,,Yes,,,THSWPA,,6/2/2020,USA,TX,Texas Strength Systems,TSS-UTSA Invitational 5
Kurtis Bosh,M,SBD,Raw,56.5,55-59,50-59,Masters 55-59,105.69,110,-167.5,167.5,-180.0,,167.5,,,,,,,,,,,,DQ,,,,,Yes,USA,VA,RAW,,14/11/2020,USA,NC,Jarvisburg,OBX Open
Nadezhda Vlasova,F,B,Raw,33.0,24-34,24-39,Pro Open,65.6,67.5,,,,,,105.0,112.5,-115.0,,112.5,,,,,,112.5,1,118.1,117.23,103.46,91.88,,Russia,,WPC-RUS,WPC,21/11/2015,Russia,MOW,Moscow,SN PRO Open Cup
Renat Makhmutov,M,D,Raw,32.0,24-34,24-39,Amateur Open,74.8,75,,,,,,,,,,,-170.0,-170.0,175.0,,175.0,175.0,1,125.76,124.93,120.73,,Yes,Russia,,WPC,WPC,12/12/2015,Russia,SVE,Yekaterinburg,Asian Cup
Panayiotis Sokos,M,SD,Raw,,,,Special Olympics,,,130.0,140.0,,,140.0,,,,,,150.0,175.0,-195.0,,175.0,315.0,2,,,,,,,,ESDT,,6/6/2018,Greece,,,Special Olympics Powerlifting Games
Rafał Żarnowski,M,B,Single-ply,22.5,20-23,19-23,M_JES_WPC,81.9,82.5,,,,,,170.0,-177.5,177.5,,177.5,,,,,,177.5,1,120.74,119.43,114.96,63.79,,Poland,,WPC,WPC,9/11/2015,Portugal,,Maia,World Championships
Courtney Byrne,F,SBD,Single-ply,21.5,20-23,19-23,F-C,69.5,72,145.0,155.0,167.5,,167.5,82.5,87.5,92.5,,92.5,125.0,-140.0,140.0,,140.0,400.0,15,406.14,399.92,352.58,68.51,Yes,USA,TX,USAPL,IPF,7/4/2017,USA,TX,,Collegiate National Championship
Anna Khudayarov,F,SBD,Wraps,24.0,24-34,24-39,O,87.0,90,150.0,165.0,170.0,,170.0,100.0,110.0,115.0,,115.0,160.0,180.0,185.0,,185.0,470.0,1,425.45,412.15,359.33,87.59,,Finland,,GPC,GPC,17/9/2012,Slovakia,,Bardejov,World Championships
David Simmons,M,SBD,Wraps,,50-54,50-59,M_MCR_3_APF,90.0,90,,,,,127.5,,,,,100.0,,,,,150.0,377.5,1,244.09,240.99,230.97,50.19,,,,APF,WPC,5/12/2015,USA,TX,,Texas Cup
Kelly Jasper,M,SBD,Raw,,,,MR-O,78.2,83,157.5,162.5,167.5,,167.5,105.0,112.5,-117.5,,112.5,182.5,195.0,202.5,,202.5,482.5,14,337.27,334.25,322.38,68.85,Yes,,,USAPL,IPF,12/9/2015,USA,NY,,SBWC Raw Open Powerlifting Fall Classic
Edward Crossley,M,SBD,Raw,,16-17,14-18,M-C-Open,91.3,93,-120.0,130.0,140.0,,140.0,95.0,110.0,-115.0,,110.0,-140.0,140.0,150.0,,150.0,400.0,1,256.8,253.53,242.83,52.8,Yes,England,SM,EPA,IPF,27/1/2018,England,,Portsmouth,South Midlands Open
Jennifer Brock,F,SBD,Wraps,39.0,35-39,,FSR,65.05,67.5,67.5,72.5,77.5,,77.5,47.5,50.0,-52.5,,50.0,115.0,122.5,132.5,,132.5,260.0,1,274.3,272.61,240.62,55.75,,,,UPA,,22/9/2018,USA,OH,Brook Park,Summer Showdown
Anton Mandziy,M,D,Raw,31.5,24-34,24-39,Seniors,99.3,100,,,,,,,,,,,,,,,240.0,240.0,3,148.18,146.48,139.92,,,Spain,,WRPF-Spain,WRPF,11/5/2019,Spain,,Molina de Segura,Open Molina del Segura
Aleksandr Olevskiy,M,B,Raw,23.0,20-23,19-23,Pro Open,86.4,90,,,,,,105.0,112.5,-115.0,,112.5,,,,,,112.5,2,74.3,73.39,70.47,55.37,,Russia,,WRPF,WRPF,29/4/2017,Russia,MOW,Voskresensk,Voskresensk Open Tournament
Alexandria Benboe,F,SBD,Raw,18.5,18-19,19-23,FR-C,75.6,84,107.5,117.5,127.5,,127.5,70.0,80.0,-85.0,,80.0,175.0,187.5,-195.0,,187.5,395.0,2,383.11,373.65,328.58,78.07,Yes,USA,FL,USAPL,IPF,14/4/2016,USA,RI,Providence,Collegiate Nationals
Ivars Pupcenoks,M,B,Single-ply,17.5,18-19,14-18,Open,79.5,82.5,,,,,,,,,,105.0,,,,,,105.0,4,72.67,71.97,69.36,38.58,Yes,,,LPF,IPF,30/10/1999,Latvia,,Aluksne,Latvian Bench Press Championships
Matthew Do,M,SBD,Raw,19.5,20-23,19-23,MR-Y3,58.6,59,,,,,130.0,,,,,85.0,,,,,140.0,355.0,1,305.57,309.45,302.58,58.96,Yes,USA,,USAPL,IPF,21/3/2015,USA,NC,,Battle on the Border IX
Cabella Hudson,F,SBD,Raw,9.5,5-Dec,,FR-Y2,37.3,40,-10.0,10.0,15.0,,15.0,10.0,15.0,-20.0,,15.0,30.0,35.0,-40.0,,35.0,65.0,1,96.51,100.68,92.82,23.65,Yes,USA,OH,USAPL,IPF,13/3/2021,USA,OH,,Beginner's Brawl
Dave Davis,M,SBD,Raw,27.5,24-34,24-39,MR-O,72.8,74,147.5,157.5,160.0,,160.0,115.0,120.0,-122.5,,120.0,182.5,190.0,195.0,,195.0,475.0,7,347.44,345.71,334.46,70.33,Yes,USA,NY,USAPL,IPF,2/12/2018,USA,NY,Long Island,Long Island Winter Showdown
Jenna Sabino,F,SBD,Raw,,24-34,,Open,60.4,63,,,,,140.0,,,,,75.0,,,,,160.0,375.0,10,413.97,415.94,367.47,84.38,Yes,Canada,BC,CPU,IPF,19/2/2018,Canada,AB,Calgary,Canadian Championship
Luca Santese,M,SBD,Raw,20.5,20-23,19-23,MR-O,93.0,93,185.0,195.0,-200.0,,195.0,105.0,112.5,-115.0,,112.5,235.0,245.0,252.5,,252.5,560.0,5,356.3,351.79,336.7,73.26,Yes,England,YNE,EPA,IPF,8/2/2020,England,,Ashington,Northern Universities
Aleksey Volkov,M,SBD,Raw,33.5,24-34,24-39,Amateur Open,74.0,75,180.0,-200.0,-210.0,,180.0,110.0,-120.0,120.0,,120.0,170.0,-200.0,-200.0,,170.0,470.0,2,340.12,338.08,326.85,69.0,Yes,,,WPC-RUS,WPC,25/10/2012,Russia,MOW,Moscow,PROdvijenie Championships
Brianne Barthuly,F,SBD,Raw,28.5,24-34,24-39,FR-O,82.7,84,97.5,102.5,110.0,,110.0,57.5,-60.0,60.0,,60.0,125.0,137.5,-147.5,,137.5,307.5,5,285.07,276.39,241.9,58.43,Yes,USA,WI,USAPL,IPF,9/6/2018,USA,WI,,Badger Open
Åge Berntsen,M,SBD,Single-ply,,,40-49,Masters 40-49,145.3,120+,300.0,320.0,,,320.0,195.0,205.0,,,205.0,270.0,280.0,,,280.0,805.0,1,436.64,447.41,424.02,72.96,Yes,Norway,,NSF,IPF,7/9/2013,Norway,,Trondheim,Midt-Norsk styrkeløft
Beomjo Seo,M,B,Raw,19.0,18-19,19-23,Open,64.49,65,,,,,,93.0,98.0,-105.0,,98.0,,,,,,98.0,10,78.13,78.45,76.31,56.29,Yes,South Korea,,WPPO,,8/2/2019,UAE,,Dubai,World Cup
Yuriy Kurbakov,M,SBD,Raw,31.0,24-34,24-39,Open,90.0,90,220.0,235.0,-242.0,,235.0,-165.0,165.0,-175.0,,165.0,237.5,,,,237.5,637.5,1,412.21,406.98,390.05,84.75,,,,RPU,,2/7/2016,Russia,NVS,Novosibirsk,Capital of Siberia Tournament
Patryk Sadowski,M,SBD,Wraps,16.5,16-17,14-18,Teen 16-17,90.0,90,,,,,220.0,,,,,125.0,,,,,240.0,585.0,1,378.26,373.46,357.92,77.77,,Poland,,XPC-Poland,XPC,28/10/2018,Poland,,Łuków,Mistrzostwa Polski
Jason Fenendael,M,SBD,Raw,36.5,35-39,24-39,MR-O,103.3,105,-175.0,175.0,192.5,,192.5,120.0,130.0,137.5,,137.5,225.0,242.5,255.0,,255.0,585.0,2,355.17,351.62,335.75,72.78,Yes,USA,WI,USAPL,IPF,19/9/2020,USA,WI,,920 Raw Open
Schumacher Akua,M,SBD,Raw,17.0,16-17,14-18,MR-O,92.7,93,160.0,180.0,190.0,,190.0,110.0,120.0,-135.0,,120.0,160.0,180.0,200.0,,200.0,510.0,5,324.99,320.87,307.14,66.82,Yes,,,NauruPF,IPF,27/4/2019,Nauru,,,SPG Trial
Dustin Dziekan,M,SBD,Raw,18.5,18-19,19-23,MR-O,69.6,75,137.5,145.0,152.5,,152.5,92.5,102.5,107.5,,107.5,160.0,175.0,-182.5,,175.0,435.0,12,328.06,327.42,317.39,65.94,Yes,USA,WI,USAPL,IPF,11/3/2018,USA,WI,,WHSPA State Championship
Ortega Stephanie,F,SBD,Single-ply,,,,Girls,43.95,44.2,,,,,95.25,,,,,38.56,,,,,79.38,213.19,3,293.89,300.41,269.49,49.23,Yes,,,THSWPA,,21/2/2020,USA,TX,Edcouch Elsa Gym,Yellow Jacket Invitational LQW
Cheryl Keeling,F,BD,Raw,65.5,65-69,60-69,Amateur Masters 65-69,47.63,48,,,,,,,,,,45.36,,,,,52.16,97.52,1,126.56,129.89,115.68,,Yes,USA,,IPA,,18/3/2017,USA,CT,Wallingford,Connecticut Ironman Push/Pull Showdown
Mohandas Beekie,M,SBD,Raw,20.5,20-23,19-23,MR-O,81.9,83,185.0,195.0,-200.0,,195.0,115.0,120.0,-125.0,,120.0,215.0,225.0,232.5,,232.5,547.5,3,372.42,368.39,354.58,76.3,Yes,USA,MN,USAPL,,11/12/2021,USA,MN,,Battle of the Frozen Tundra
Giulio Palomba,M,SBD,Raw,24.5,24-34,24-39,Open,96.38,105,130.0,145.0,-157.5,,145.0,102.5,110.0,120.0,,120.0,160.0,180.0,-192.5,,180.0,445.0,41,278.43,275.03,262.91,57.22,Yes,,,FIPL,IPF,15/6/2018,Italy,,San Zenone al Lambro,1° Trials Classic Senior di Powerlifting
Andriy Petruk,M,B,Raw,42.0,40-44,40-49,Amateur Open,96.6,100,,,,,,175.0,185.0,187.5,,187.5,,,,,,187.5,1,117.2,115.77,110.66,87.33,,Ukraine,,WPAU,,17/3/2017,Ukraine,,,Ukraine Open Championships
Dmitro Klimuk,M,B,Raw,14.5,13-15,14-18,Amateur Teen 13-15,58.0,60,,,,,,-75.0,75.0,-80.0,,75.0,,,,,,75.0,2,65.12,66.01,64.59,45.69,Yes,Ukraine,,WPAU,,28/3/2013,Ukraine,,Nikolaev,Ukrainian Championships
Katarina Hennessey,F,SBD,Raw,19.5,20-23,19-23,FR-C,51.3,52,90.0,95.0,-100.0,,95.0,60.0,65.0,70.0,,70.0,102.5,110.0,115.0,,115.0,280.0,1,344.54,352.72,312.83,71.54,Yes,USA,FL,USAPL,IPF,10/11/2019,USA,FL,,16th Annual Florida Collegiate Championships
Alyona Radyukova,F,D,Raw,25.0,24-34,24-39,Open,58.2,,,,,,,,,,,,70.0,75.0,80.0,,80.0,80.0,1,90.42,91.33,80.73,,,,,RPU,,26/11/2016,Russia,BRY,Bryansk,Battle of the Desna
Simardeep Virk,M,SBD,Single-ply,31.0,24-34,24-39,Open,103.7,110,305.0,-330.0,330.0,,330.0,200.0,215.0,225.0,,225.0,-285.0,-285.0,-285.0,,,,DQ,,,,,,Canada,BC,CPL,IPL,21/11/2021,Canada,BC,Victoria,Kabuki Strength Van Isle
Bob Merkh,M,SBD,Multi-ply,35.0,35-39,24-39,Pro Open,123.29,125,,,,,501.22,,,,,356.07,,,,,344.73,1202.02,1,684.25,686.93,657.96,114.99,,USA,,XPS,,13/7/2019,USA,NY,Syracuse,Hot and Heavy
Michael Pegoreck,M,SBD,Raw,,20-23,19-23,M_JR_APF,75.0,75,,,,,110.0,,,,,62.5,,,,,172.5,345.0,1,247.51,245.83,237.53,50.3,,,,APF,WPC,5/12/2015,USA,CA,Fresno,62nd Annual Iron Man Powerlift and Bench Press Challenge
Volodimir Yanev,M,D,Raw,36.0,35-39,24-39,Pro Open,94.4,100,,,,,,,,,,,-210.0,210.0,220.0,,220.0,220.0,3,138.98,137.24,131.28,,,Ukraine,,WPAU,,20/9/2019,Ukraine,,Dnipro,Ukrainian Cup
Natalya Samarina,F,B,Raw,36.0,35-39,24-39,Pro Open,68.4,75,,,,,,142.5,150.0,-157.0,,150.0,,,,,,150.0,1,153.69,151.66,133.75,120.08,,Russia,,WRPF,WRPF,6/6/2021,Russia,,Simferopol,Iron Vacation
Cheslav Targonskiy,M,SBD,Raw,56.0,55-59,50-59,M_MR_4_AWPC,102.0,110,180.0,190.0,,,190.0,115.0,-120.0,120.0,,120.0,265.0,-275.0,275.0,,275.0,585.0,2,357.05,353.29,337.35,73.21,Yes,Russia,,WPC,WPC,20/8/2014,Russia,MOW,Moscow,Amateur World Championships
Alena Yamolova,F,B,Raw,17.0,16-17,14-18,Pro Teen 16-17,47.4,48,,,,,,35.0,-45.0,-45.0,,35.0,,,,,,35.0,1,45.58,46.78,41.68,36.74,,,,WPC-RUS,WPC,20/10/2018,Russia,SAM,Togliatti,Volga Federal District Cup
T. Whitted,M,SBD,Raw,,45-49,,Masters 45-49,90.0,90,,,,,113.4,,,,,108.86,,,,,185.97,408.23,2,263.96,260.61,249.77,54.27,Yes,,,RAW,,16/2/2006,USA,NC,Raleigh,World Powerlifting Championships
Aleksey Mikhaylov,M,B,Raw,31.0,24-34,24-39,Open,114.5,125,,,,,,210.0,-215.0,-222.5,,210.0,,,,,,210.0,4,122.57,122.16,116.92,90.42,,Russia,,GPA,GPA,9/6/2018,Russia,LEN,St. Petersburg,European Championships
Jenardvis Ware,M,SBD,Raw,26.5,24-34,24-39,MR-O,102.8,105,192.5,-202.5,210.0,,210.0,150.0,160.0,165.0,,165.0,240.0,250.0,-255.0,,250.0,625.0,4,380.22,376.34,359.35,77.93,Yes,USA,NC,USAPL,IPF,30/7/2016,USA,NC,,Procrastinators Championships
Meredith Clancy,F,SBD,Single-ply,,16-17,,Girls,69.22,75,,,,,102.06,,,,,54.43,,,,,113.4,269.89,2,274.66,270.59,238.58,46.32,Yes,,,THSWPA,,14/2/2019,USA,TX,Merkel JH,Merkel Powerlifting Meet
Bo André Bergan,M,SBD,Raw,22.5,20-23,19-23,Juniors 19-23,111.8,120,245.0,255.0,-265.0,,255.0,170.0,177.5,180.0,,180.0,280.0,302.5,-307.5,,302.5,737.5,1,434.17,431.91,413.02,88.47,Yes,Norway,,NSF,IPF,25/2/2012,Norway,,Melhus,RM Midt-Norge Styrkeløft
Kathleen Compagnie,F,SBD,Raw,38.0,35-39,24-39,Open,64.5,72,,,,,97.5,,,,,70.0,,,,,127.5,295.0,1,312.8,311.27,274.77,63.59,Yes,Belgium,,VGPF,IPF,28/10/2018,Belgium,,Florennes,Belgisch Kampioenschap - Championnats de Belgique - Powerlifting - Classic
Alexis Martinez #7,F,SBD,Single-ply,,,,Girls,53.58,56,,,,,83.91,,,,,36.29,,,,,102.06,222.26,11,265.39,270.71,239.72,44.35,Yes,,,THSWPA,,7/2/2015,USA,TX,MISSION VETERANS HIGH SCHOOL,MISSION VETERANS INVITATIONAL
Dana Ashcraft,F,SBD,Raw,23.0,20-23,24-39,FR-Jr,71.4,72,,,,,105.0,,,,,55.0,,,,,122.5,282.5,1,282.55,277.28,244.3,57.45,Yes,USA,,USAPL,IPF,14/2/2015,USA,AZ,,Valentine's Day Lover's Quarrel
Mia Guerrero,F,SBD,Single-ply,,,,Girls,51.89,51.9,,,,,61.23,,,,,31.75,,,,,70.31,163.29,11,199.33,203.9,180.75,33.3,Yes,,,THSWPA,,19/1/2019,USA,TX,Belton Texas,Belton Powerlifting Meet
